"","SKU","Country","Segment","Group","Supplier","Brand"
"1","444646","tm","10100","101","aaa","tvvmn"
"2","004447","tm","10100","101","aaa","tvvmn"
"3","473928","tm","10110","101","hkh","tznnz"
"4","473912","tm","10110","101","hkh","tznnz"
"5","473545","tm","10110","101","hkh","tznnz"
"6","473566","tm","10110","101","hkh","tznnz"
"7","473531","tm","10110","101","hkh","tznnz"
"8","473523","tm","10110","101","hkh","tznnz"
"9","664642","tm","10110","101","uvvlm","sznnvirgv"
"10","664641","tm","10110","101","uvvlm","sznnvirgv"
"11","664648","tm","10110","101","uvvlm","sznnvirgv"
"12","664647","tm","10110","101","uvvlm","sznnvirgv"
"13","664640","tm","10110","101","uvvlm","sznnvirgv"
"14","664664","tm","10110","101","uvvlm","sznnvirgv"
"15","664666","tm","10110","101","uvvlm","sznnvirgv"
"16","664669","tm","10110","101","uvvlm","sznnvirgv"
"17","668745","tm","10110","101","hkh","tznnz"
"18","695748","tm","10110","101","uvvlm","sznnvirgv"
"19","698498","tm","10110","101","uvvlm","sznnvirgv"
"20","698490","tm","10110","101","uvvlm","sznnvirgv"
"21","698455","tm","10110","101","uvvlm","sznnvirgv"
"22","698451","tm","10110","101","uvvlm","sznnvirgv"
"23","651782","tm","10110","101","hkh","tznnz"
"24","682130","tm","10110","101","hkh","tznnz"
"25","682126","tm","10110","101","hkh","tznnz"
"26","949776","tm","10110","101","uvvlm","sznnvirgv"
"27","943552","tm","10110","101","uvvlm","sznnvirgv"
"28","942732","tm","10110","101","uvvlm","sznnvirgv"
"29","941285","tm","10110","101","uvvlm","sznnvirgv"
"30","964256","tm","10110","101","uvvlm","sznnvirgv"
"31","966883","tm","10110","101","uvvlm","sznnvirgv"
"32","965669","tm","10110","101","uvvlm","sznnvirgv"
"33","965820","tm","10110","101","uvvlm","sznnvirgv"
"34","962730","tm","10110","101","uvvlm","sznnvirgv"
"35","967134","tm","10110","101","uvvlm","sznnvirgv"
"36","996604","tm","10110","101","uvvlm","sznnvirgv"
"37","998243","tm","10110","101","uvvlm","sznnvirgv"
"38","998242","tm","10110","101","uvvlm","sznnvirgv"
"39","998241","tm","10110","101","uvvlm","sznnvirgv"
"40","998248","tm","10110","101","uvvlm","sznnvirgv"
"41","998263","tm","10110","101","uvvlm","sznnvirgv"
"42","952367","tm","10110","101","hkh","tznnz"
"43","952360","tm","10110","101","hkh","tznnz"
"44","952388","tm","10110","101","hkh","tznnz"
"45","923938","tm","10110","101","hkh","tznnz"
"46","988405","tm","10110","101","uvvlm","sznnvirgv"
"47","988402","tm","10110","101","uvvlm","sznnvirgv"
"48","988401","tm","10110","101","uvvlm","sznnvirgv"
"49","566560","tm","10110","101","hkh","tvvmn"
"50","566596","tm","10110","101","hkh","tvvmn"
"51","566595","tm","10110","101","hkh","tvvmn"
"52","566591","tm","10110","101","hkh","tvvmn"
"53","566598","tm","10110","101","hkh","tvvmn"
"54","566556","tm","10110","101","hkh","tvvmn"
"55","598291","tm","10110","101","zpal","uovcz"
"56","598298","tm","10110","101","zpal","uovcz"
"57","598297","tm","10110","101","zpal","uovcz"
"58","598290","tm","10110","101","zpal","uovcz"
"59","598254","tm","10110","101","zpal","uovcz"
"60","598259","tm","10110","101","zpal","uovcz"
"61","598255","tm","10110","101","zpal","uovcz"
"62","598253","tm","10110","101","zpal","uovcz"
"63","598258","tm","10110","101","zpal","uovcz"
"64","598250","tm","10110","101","zpal","uovcz"
"65","598236","tm","10110","101","zpal","uovcz"
"66","598239","tm","10110","101","zpal","uovcz"
"67","598235","tm","10110","101","zpal","uovcz"
"68","598233","tm","10110","101","zpal","uovcz"
"69","598232","tm","10110","101","zpal","uovcz"
"70","598231","tm","10110","101","zpal","uovcz"
"71","598237","tm","10110","101","zpal","uovcz"
"72","598230","tm","10110","101","zpal","uovcz"
"73","598224","tm","10110","101","zpal","uovcz"
"74","598226","tm","10110","101","zpal","uovcz"
"75","598229","tm","10110","101","zpal","uovcz"
"76","598225","tm","10110","101","zpal","uovcz"
"77","598223","tm","10110","101","zpal","uovcz"
"78","598220","tm","10110","101","zpal","uovcz"
"79","598214","tm","10110","101","zpal","uovcz"
"80","598216","tm","10110","101","zpal","uovcz"
"81","598215","tm","10110","101","zpal","uovcz"
"82","598218","tm","10110","101","zpal","uovcz"
"83","598285","tm","10110","101","zpal","uovcz"
"84","598281","tm","10110","101","zpal","uovcz"
"85","598280","tm","10110","101","zpal","uovcz"
"86","598274","tm","10110","101","zpal","uovcz"
"87","598276","tm","10110","101","zpal","uovcz"
"88","598279","tm","10110","101","zpal","uovcz"
"89","598275","tm","10110","101","zpal","uovcz"
"90","598273","tm","10110","101","zpal","uovcz"
"91","598272","tm","10110","101","zpal","uovcz"
"92","598271","tm","10110","101","zpal","uovcz"
"93","598277","tm","10110","101","zpal","uovcz"
"94","598270","tm","10110","101","zpal","uovcz"
"95","598206","tm","10110","101","zpal","uovcz"
"96","598209","tm","10110","101","zpal","uovcz"
"97","598205","tm","10110","101","zpal","uovcz"
"98","598202","tm","10110","101","zpal","uovcz"
"99","598201","tm","10110","101","zpal","uovcz"
"100","598208","tm","10110","101","zpal","uovcz"
"101","598200","tm","10110","101","zpal","uovcz"
"102","598144","tm","10110","101","zpal","uovcz"
"103","598146","tm","10110","101","zpal","uovcz"
"104","598149","tm","10110","101","zpal","uovcz"
"105","598142","tm","10110","101","zpal","uovcz"
"106","598141","tm","10110","101","zpal","uovcz"
"107","598148","tm","10110","101","zpal","uovcz"
"108","598147","tm","10110","101","zpal","uovcz"
"109","598140","tm","10110","101","zpal","uovcz"
"110","598164","tm","10110","101","zpal","uovcz"
"111","598166","tm","10110","101","zpal","uovcz"
"112","598169","tm","10110","101","zpal","uovcz"
"113","598165","tm","10110","101","zpal","uovcz"
"114","598163","tm","10110","101","zpal","uovcz"
"115","598162","tm","10110","101","zpal","uovcz"
"116","598161","tm","10110","101","zpal","uovcz"
"117","598167","tm","10110","101","zpal","uovcz"
"118","598196","tm","10110","101","zpal","uovcz"
"119","598199","tm","10110","101","zpal","uovcz"
"120","598195","tm","10110","101","zpal","uovcz"
"121","598193","tm","10110","101","zpal","uovcz"
"122","598192","tm","10110","101","zpal","uovcz"
"123","598191","tm","10110","101","zpal","uovcz"
"124","598198","tm","10110","101","zpal","uovcz"
"125","598197","tm","10110","101","zpal","uovcz"
"126","598190","tm","10110","101","zpal","uovcz"
"127","598154","tm","10110","101","zpal","uovcz"
"128","598156","tm","10110","101","zpal","uovcz"
"129","598153","tm","10110","101","zpal","uovcz"
"130","598152","tm","10110","101","zpal","uovcz"
"131","598151","tm","10110","101","zpal","uovcz"
"132","598158","tm","10110","101","zpal","uovcz"
"133","598134","tm","10110","101","zpal","uovcz"
"134","598136","tm","10110","101","zpal","uovcz"
"135","598139","tm","10110","101","zpal","uovcz"
"136","598135","tm","10110","101","zpal","uovcz"
"137","598132","tm","10110","101","zpal","uovcz"
"138","598131","tm","10110","101","zpal","uovcz"
"139","598137","tm","10110","101","zpal","uovcz"
"140","598130","tm","10110","101","zpal","uovcz"
"141","598123","tm","10110","101","zpal","uovcz"
"142","598121","tm","10110","101","zpal","uovcz"
"143","598120","tm","10110","101","zpal","uovcz"
"144","598114","tm","10110","101","zpal","uovcz"
"145","598116","tm","10110","101","zpal","uovcz"
"146","598119","tm","10110","101","zpal","uovcz"
"147","598115","tm","10110","101","zpal","uovcz"
"148","598113","tm","10110","101","zpal","uovcz"
"149","598112","tm","10110","101","zpal","uovcz"
"150","598111","tm","10110","101","zpal","uovcz"
"151","598118","tm","10110","101","zpal","uovcz"
"152","598117","tm","10110","101","zpal","uovcz"
"153","598110","tm","10110","101","zpal","uovcz"
"154","598184","tm","10110","101","zpal","uovcz"
"155","598186","tm","10110","101","zpal","uovcz"
"156","598189","tm","10110","101","zpal","uovcz"
"157","598185","tm","10110","101","zpal","uovcz"
"158","598182","tm","10110","101","zpal","uovcz"
"159","598181","tm","10110","101","zpal","uovcz"
"160","598188","tm","10110","101","zpal","uovcz"
"161","598180","tm","10110","101","zpal","uovcz"
"162","598174","tm","10110","101","zpal","uovcz"
"163","598175","tm","10110","101","zpal","uovcz"
"164","598173","tm","10110","101","zpal","uovcz"
"165","598172","tm","10110","101","zpal","uovcz"
"166","598171","tm","10110","101","zpal","uovcz"
"167","551605","tm","10110","101","hkh","tvvmn"
"168","551602","tm","10110","101","hkh","tvvmn"
"169","551601","tm","10110","101","hkh","tvvmn"
"170","551608","tm","10110","101","hkh","tvvmn"
"171","551607","tm","10110","101","hkh","tvvmn"
"172","551946","tm","10110","101","hkh","tvvmn"
"173","551949","tm","10110","101","hkh","tvvmn"
"174","551943","tm","10110","101","hkh","tvvmn"
"175","551942","tm","10110","101","hkh","tvvmn"
"176","551941","tm","10110","101","hkh","tvvmn"
"177","551967","tm","10110","101","hkh","tvvmn"
"178","529277","tm","10110","101","hrtnz","srhgli"
"179","529270","tm","10110","101","hrtnz","srhgli"
"180","529204","tm","10110","101","hrtnz","srhgli"
"181","529206","tm","10110","101","hrtnz","srhgli"
"182","529209","tm","10110","101","hrtnz","srhgli"
"183","529205","tm","10110","101","hrtnz","srhgli"
"184","529202","tm","10110","101","hrtnz","srhgli"
"185","529201","tm","10110","101","hrtnz","srhgli"
"186","529208","tm","10110","101","hrtnz","srhgli"
"187","529207","tm","10110","101","hrtnz","srhgli"
"188","529200","tm","10110","101","hrtnz","srhgli"
"189","529144","tm","10110","101","hrtnz","srhgli"
"190","529146","tm","10110","101","hrtnz","srhgli"
"191","529149","tm","10110","101","hrtnz","srhgli"
"192","529163","tm","10110","101","hrtnz","srhgli"
"193","529162","tm","10110","101","hrtnz","srhgli"
"194","529168","tm","10110","101","hrtnz","srhgli"
"195","529167","tm","10110","101","hrtnz","srhgli"
"196","529160","tm","10110","101","hrtnz","srhgli"
"197","529194","tm","10110","101","hrtnz","srhgli"
"198","529196","tm","10110","101","hrtnz","srhgli"
"199","529199","tm","10110","101","hrtnz","srhgli"
"200","529195","tm","10110","101","hrtnz","srhgli"
"201","529192","tm","10110","101","hrtnz","srhgli"
"202","529191","tm","10110","101","hrtnz","srhgli"
"203","529198","tm","10110","101","hrtnz","srhgli"
"204","529197","tm","10110","101","hrtnz","srhgli"
"205","529190","tm","10110","101","hrtnz","srhgli"
"206","529101","tm","10110","101","hrtnz","srhgli"
"207","529108","tm","10110","101","hrtnz","srhgli"
"208","529107","tm","10110","101","hrtnz","srhgli"
"209","529100","tm","10110","101","hrtnz","srhgli"
"210","529891","tm","10110","101","hrtnz","srhgli"
"211","529898","tm","10110","101","hrtnz","srhgli"
"212","529897","tm","10110","101","hrtnz","srhgli"
"213","529857","tm","10110","101","hrtnz","srhgli"
"214","529883","tm","10110","101","hrtnz","srhgli"
"215","529882","tm","10110","101","hrtnz","srhgli"
"216","529881","tm","10110","101","hrtnz","srhgli"
"217","529888","tm","10110","101","hrtnz","srhgli"
"218","529880","tm","10110","101","hrtnz","srhgli"
"219","529875","tm","10110","101","hrtnz","srhgli"
"220","529873","tm","10110","101","hrtnz","srhgli"
"221","529870","tm","10110","101","hrtnz","srhgli"
"222","529806","tm","10110","101","hrtnz","srhgli"
"223","529805","tm","10110","101","hrtnz","srhgli"
"224","529803","tm","10110","101","hrtnz","srhgli"
"225","529801","tm","10110","101","hrtnz","srhgli"
"226","529807","tm","10110","101","hrtnz","srhgli"
"227","529746","tm","10110","101","hrtnz","srhgli"
"228","529745","tm","10110","101","hrtnz","srhgli"
"229","529743","tm","10110","101","hrtnz","srhgli"
"230","529742","tm","10110","101","hrtnz","srhgli"
"231","529741","tm","10110","101","hrtnz","srhgli"
"232","529748","tm","10110","101","hrtnz","srhgli"
"233","529747","tm","10110","101","hrtnz","srhgli"
"234","529766","tm","10110","101","hrtnz","srhgli"
"235","529796","tm","10110","101","hrtnz","srhgli"
"236","529799","tm","10110","101","hrtnz","srhgli"
"237","529793","tm","10110","101","hrtnz","srhgli"
"238","529791","tm","10110","101","hrtnz","srhgli"
"239","529754","tm","10110","101","hrtnz","srhgli"
"240","529756","tm","10110","101","hrtnz","srhgli"
"241","529753","tm","10110","101","hrtnz","srhgli"
"242","529751","tm","10110","101","hrtnz","srhgli"
"243","529757","tm","10110","101","hrtnz","srhgli"
"244","529750","tm","10110","101","hrtnz","srhgli"
"245","529734","tm","10110","101","hrtnz","srhgli"
"246","529736","tm","10110","101","hrtnz","srhgli"
"247","529735","tm","10110","101","hrtnz","srhgli"
"248","529732","tm","10110","101","hrtnz","srhgli"
"249","529731","tm","10110","101","hrtnz","srhgli"
"250","529738","tm","10110","101","hrtnz","srhgli"
"251","529737","tm","10110","101","hrtnz","srhgli"
"252","529730","tm","10110","101","hrtnz","srhgli"
"253","529724","tm","10110","101","hrtnz","srhgli"
"254","529726","tm","10110","101","hrtnz","srhgli"
"255","529729","tm","10110","101","hrtnz","srhgli"
"256","529725","tm","10110","101","hrtnz","srhgli"
"257","529722","tm","10110","101","hrtnz","srhgli"
"258","529721","tm","10110","101","hrtnz","srhgli"
"259","529711","tm","10110","101","hrtnz","srhgli"
"260","529717","tm","10110","101","hrtnz","srhgli"
"261","529710","tm","10110","101","hrtnz","srhgli"
"262","529786","tm","10110","101","hrtnz","srhgli"
"263","529785","tm","10110","101","hrtnz","srhgli"
"264","529782","tm","10110","101","hrtnz","srhgli"
"265","529788","tm","10110","101","hrtnz","srhgli"
"266","529774","tm","10110","101","hrtnz","srhgli"
"267","529776","tm","10110","101","hrtnz","srhgli"
"268","529779","tm","10110","101","hrtnz","srhgli"
"269","529775","tm","10110","101","hrtnz","srhgli"
"270","529773","tm","10110","101","hrtnz","srhgli"
"271","529772","tm","10110","101","hrtnz","srhgli"
"272","529706","tm","10110","101","hrtnz","srhgli"
"273","529709","tm","10110","101","hrtnz","srhgli"
"274","529703","tm","10110","101","hrtnz","srhgli"
"275","529702","tm","10110","101","hrtnz","srhgli"
"276","529708","tm","10110","101","hrtnz","srhgli"
"277","529707","tm","10110","101","hrtnz","srhgli"
"278","529700","tm","10110","101","hrtnz","srhgli"
"279","529044","tm","10110","101","hrtnz","srhgli"
"280","529046","tm","10110","101","hrtnz","srhgli"
"281","529045","tm","10110","101","hrtnz","srhgli"
"282","529043","tm","10110","101","hrtnz","srhgli"
"283","529041","tm","10110","101","hrtnz","srhgli"
"284","529048","tm","10110","101","hrtnz","srhgli"
"285","529047","tm","10110","101","hrtnz","srhgli"
"286","529064","tm","10110","101","hrtnz","srhgli"
"287","529069","tm","10110","101","hrtnz","srhgli"
"288","529062","tm","10110","101","hrtnz","srhgli"
"289","529061","tm","10110","101","hrtnz","srhgli"
"290","529068","tm","10110","101","hrtnz","srhgli"
"291","529060","tm","10110","101","hrtnz","srhgli"
"292","529096","tm","10110","101","hrtnz","srhgli"
"293","529093","tm","10110","101","hrtnz","srhgli"
"294","529098","tm","10110","101","hrtnz","srhgli"
"295","529097","tm","10110","101","hrtnz","srhgli"
"296","529054","tm","10110","101","hrtnz","srhgli"
"297","529056","tm","10110","101","hrtnz","srhgli"
"298","529059","tm","10110","101","hrtnz","srhgli"
"299","529055","tm","10110","101","hrtnz","srhgli"
"300","529052","tm","10110","101","hrtnz","srhgli"
"301","529050","tm","10110","101","hrtnz","srhgli"
"302","529034","tm","10110","101","hrtnz","srhgli"
"303","529033","tm","10110","101","hrtnz","srhgli"
"304","529038","tm","10110","101","hrtnz","srhgli"
"305","529037","tm","10110","101","hrtnz","srhgli"
"306","529026","tm","10110","101","hrtnz","srhgli"
"307","529029","tm","10110","101","hrtnz","srhgli"
"308","529025","tm","10110","101","hrtnz","srhgli"
"309","529023","tm","10110","101","hrtnz","srhgli"
"310","529022","tm","10110","101","hrtnz","srhgli"
"311","529021","tm","10110","101","hrtnz","srhgli"
"312","529028","tm","10110","101","hrtnz","srhgli"
"313","529020","tm","10110","101","hrtnz","srhgli"
"314","529014","tm","10110","101","hrtnz","srhgli"
"315","529016","tm","10110","101","hrtnz","srhgli"
"316","529010","tm","10110","101","hrtnz","srhgli"
"317","529084","tm","10110","101","hrtnz","srhgli"
"318","529089","tm","10110","101","hrtnz","srhgli"
"319","529085","tm","10110","101","hrtnz","srhgli"
"320","529083","tm","10110","101","hrtnz","srhgli"
"321","529081","tm","10110","101","hrtnz","srhgli"
"322","529074","tm","10110","101","hrtnz","srhgli"
"323","529076","tm","10110","101","hrtnz","srhgli"
"324","529075","tm","10110","101","hrtnz","srhgli"
"325","529073","tm","10110","101","hrtnz","srhgli"
"326","529071","tm","10110","101","hrtnz","srhgli"
"327","529078","tm","10110","101","hrtnz","srhgli"
"328","529004","tm","10110","101","hrtnz","srhgli"
"329","529003","tm","10110","101","hrtnz","srhgli"
"330","529001","tm","10110","101","hrtnz","srhgli"
"331","529008","tm","10110","101","hrtnz","srhgli"
"332","529000","tm","10110","101","hrtnz","srhgli"
"333","525444","tm","10110","101","hrtnz","srhgli"
"334","525446","tm","10110","101","hrtnz","srhgli"
"335","525449","tm","10110","101","hrtnz","srhgli"
"336","525445","tm","10110","101","hrtnz","srhgli"
"337","525443","tm","10110","101","hrtnz","srhgli"
"338","525964","tm","10110","101","hrtnz","srhgli"
"339","525965","tm","10110","101","hrtnz","srhgli"
"340","525963","tm","10110","101","hrtnz","srhgli"
"341","525961","tm","10110","101","hrtnz","srhgli"
"342","525967","tm","10110","101","hrtnz","srhgli"
"343","525996","tm","10110","101","hrtnz","srhgli"
"344","525995","tm","10110","101","hrtnz","srhgli"
"345","525991","tm","10110","101","hrtnz","srhgli"
"346","525998","tm","10110","101","hrtnz","srhgli"
"347","525997","tm","10110","101","hrtnz","srhgli"
"348","525990","tm","10110","101","hrtnz","srhgli"
"349","525954","tm","10110","101","hrtnz","srhgli"
"350","525956","tm","10110","101","hrtnz","srhgli"
"351","525951","tm","10110","101","hrtnz","srhgli"
"352","525958","tm","10110","101","hrtnz","srhgli"
"353","525934","tm","10110","101","hrtnz","srhgli"
"354","525936","tm","10110","101","hrtnz","srhgli"
"355","525939","tm","10110","101","hrtnz","srhgli"
"356","525935","tm","10110","101","hrtnz","srhgli"
"357","525933","tm","10110","101","hrtnz","srhgli"
"358","525932","tm","10110","101","hrtnz","srhgli"
"359","525931","tm","10110","101","hrtnz","srhgli"
"360","525930","tm","10110","101","hrtnz","srhgli"
"361","525924","tm","10110","101","hrtnz","srhgli"
"362","525929","tm","10110","101","hrtnz","srhgli"
"363","525925","tm","10110","101","hrtnz","srhgli"
"364","525923","tm","10110","101","hrtnz","srhgli"
"365","525928","tm","10110","101","hrtnz","srhgli"
"366","525920","tm","10110","101","hrtnz","srhgli"
"367","525919","tm","10110","101","hrtnz","srhgli"
"368","525913","tm","10110","101","hrtnz","srhgli"
"369","525912","tm","10110","101","hrtnz","srhgli"
"370","525911","tm","10110","101","hrtnz","srhgli"
"371","525917","tm","10110","101","hrtnz","srhgli"
"372","525989","tm","10110","101","hrtnz","srhgli"
"373","525983","tm","10110","101","hrtnz","srhgli"
"374","525982","tm","10110","101","hrtnz","srhgli"
"375","525988","tm","10110","101","hrtnz","srhgli"
"376","525987","tm","10110","101","hrtnz","srhgli"
"377","525980","tm","10110","101","hrtnz","srhgli"
"378","525974","tm","10110","101","hrtnz","srhgli"
"379","525976","tm","10110","101","hrtnz","srhgli"
"380","525972","tm","10110","101","hrtnz","srhgli"
"381","525971","tm","10110","101","hrtnz","srhgli"
"382","525970","tm","10110","101","hrtnz","srhgli"
"383","525909","tm","10110","101","hrtnz","srhgli"
"384","525905","tm","10110","101","hrtnz","srhgli"
"385","525902","tm","10110","101","hrtnz","srhgli"
"386","525901","tm","10110","101","hrtnz","srhgli"
"387","525908","tm","10110","101","hrtnz","srhgli"
"388","525900","tm","10110","101","hrtnz","srhgli"
"389","525544","tm","10110","101","hrtnz","srhgli"
"390","525549","tm","10110","101","hrtnz","srhgli"
"391","525545","tm","10110","101","hrtnz","srhgli"
"392","525542","tm","10110","101","hrtnz","srhgli"
"393","525541","tm","10110","101","hrtnz","srhgli"
"394","525548","tm","10110","101","hrtnz","srhgli"
"395","514348","tm","10110","101","hkh","kiluvhhr"
"396","514347","tm","10110","101","hkh","kiluvhhr"
"397","514340","tm","10110","101","hkh","kiluvhhr"
"398","512189","tm","10110","101","hkh","tznnz"
"399","512185","tm","10110","101","hkh","tznnz"
"400","512183","tm","10110","101","hkh","tznnz"
"401","512181","tm","10110","101","hkh","tznnz"
"402","512188","tm","10110","101","hkh","tznnz"
"403","512187","tm","10110","101","hkh","tznnz"
"404","512180","tm","10110","101","hkh","tznnz"
"405","512174","tm","10110","101","hkh","tznnz"
"406","512176","tm","10110","101","hkh","tznnz"
"407","512179","tm","10110","101","hkh","tznnz"
"408","512173","tm","10110","101","hkh","tznnz"
"409","512172","tm","10110","101","hkh","tznnz"
"410","512171","tm","10110","101","hkh","tznnz"
"411","512178","tm","10110","101","hkh","tznnz"
"412","512177","tm","10110","101","hkh","tznnz"
"413","512170","tm","10110","101","hkh","tznnz"
"414","512104","tm","10110","101","hkh","tznnz"
"415","512109","tm","10110","101","hkh","tznnz"
"416","512105","tm","10110","101","hkh","tznnz"
"417","512103","tm","10110","101","hkh","tznnz"
"418","512102","tm","10110","101","hkh","tznnz"
"419","512101","tm","10110","101","hkh","tznnz"
"420","512108","tm","10110","101","hkh","tznnz"
"421","512107","tm","10110","101","hkh","tznnz"
"422","512100","tm","10110","101","hkh","tznnz"
"423","512844","tm","10110","101","hkh","tznnz"
"424","512846","tm","10110","101","hkh","tznnz"
"425","512849","tm","10110","101","hkh","tznnz"
"426","512845","tm","10110","101","hkh","tznnz"
"427","512843","tm","10110","101","hkh","tznnz"
"428","512841","tm","10110","101","hkh","tznnz"
"429","512848","tm","10110","101","hkh","tznnz"
"430","512847","tm","10110","101","hkh","tznnz"
"431","512840","tm","10110","101","hkh","tznnz"
"432","512864","tm","10110","101","hkh","tznnz"
"433","512866","tm","10110","101","hkh","tznnz"
"434","512869","tm","10110","101","hkh","tznnz"
"435","512863","tm","10110","101","hkh","tznnz"
"436","512862","tm","10110","101","hkh","tznnz"
"437","512861","tm","10110","101","hkh","tznnz"
"438","512868","tm","10110","101","hkh","tznnz"
"439","512867","tm","10110","101","hkh","tznnz"
"440","512860","tm","10110","101","hkh","tznnz"
"441","512894","tm","10110","101","hkh","tznnz"
"442","512899","tm","10110","101","hkh","tznnz"
"443","512895","tm","10110","101","hkh","tznnz"
"444","512893","tm","10110","101","hkh","tznnz"
"445","512892","tm","10110","101","hkh","tznnz"
"446","512891","tm","10110","101","hkh","tznnz"
"447","512898","tm","10110","101","hkh","tznnz"
"448","512897","tm","10110","101","hkh","tznnz"
"449","512890","tm","10110","101","hkh","tznnz"
"450","512854","tm","10110","101","hkh","tznnz"
"451","512856","tm","10110","101","hkh","tznnz"
"452","512859","tm","10110","101","hkh","tznnz"
"453","512855","tm","10110","101","hkh","tznnz"
"454","512853","tm","10110","101","hkh","tznnz"
"455","512852","tm","10110","101","hkh","tznnz"
"456","512851","tm","10110","101","hkh","tznnz"
"457","512858","tm","10110","101","hkh","tznnz"
"458","512857","tm","10110","101","hkh","tznnz"
"459","512850","tm","10110","101","hkh","tznnz"
"460","512834","tm","10110","101","hkh","tznnz"
"461","512836","tm","10110","101","hkh","tznnz"
"462","512839","tm","10110","101","hkh","tznnz"
"463","512835","tm","10110","101","hkh","tznnz"
"464","512833","tm","10110","101","hkh","tznnz"
"465","512832","tm","10110","101","hkh","tznnz"
"466","512831","tm","10110","101","hkh","tznnz"
"467","512838","tm","10110","101","hkh","tznnz"
"468","512830","tm","10110","101","hkh","tznnz"
"469","512824","tm","10110","101","hkh","tznnz"
"470","512826","tm","10110","101","hkh","tznnz"
"471","512829","tm","10110","101","hkh","tznnz"
"472","512825","tm","10110","101","hkh","tznnz"
"473","512823","tm","10110","101","hkh","tznnz"
"474","512822","tm","10110","101","hkh","tznnz"
"475","512828","tm","10110","101","hkh","tznnz"
"476","512827","tm","10110","101","hkh","tznnz"
"477","512820","tm","10110","101","hkh","tznnz"
"478","512814","tm","10110","101","hkh","tznnz"
"479","512816","tm","10110","101","hkh","tznnz"
"480","512819","tm","10110","101","hkh","tznnz"
"481","512815","tm","10110","101","hkh","tznnz"
"482","512812","tm","10110","101","hkh","tznnz"
"483","512811","tm","10110","101","hkh","tznnz"
"484","512818","tm","10110","101","hkh","tznnz"
"485","512817","tm","10110","101","hkh","tznnz"
"486","512810","tm","10110","101","hkh","tznnz"
"487","512884","tm","10110","101","hkh","tznnz"
"488","512886","tm","10110","101","hkh","tznnz"
"489","512885","tm","10110","101","hkh","tznnz"
"490","512883","tm","10110","101","hkh","tznnz"
"491","512882","tm","10110","101","hkh","tznnz"
"492","512881","tm","10110","101","hkh","tznnz"
"493","512888","tm","10110","101","hkh","tznnz"
"494","512887","tm","10110","101","hkh","tznnz"
"495","512880","tm","10110","101","hkh","tznnz"
"496","512876","tm","10110","101","hkh","tznnz"
"497","512879","tm","10110","101","hkh","tznnz"
"498","512875","tm","10110","101","hkh","tznnz"
"499","512873","tm","10110","101","hkh","tznnz"
"500","512872","tm","10110","101","hkh","tznnz"
"501","512871","tm","10110","101","hkh","tznnz"
"502","512878","tm","10110","101","hkh","tznnz"
"503","512877","tm","10110","101","hkh","tznnz"
"504","512870","tm","10110","101","hkh","tznnz"
"505","512804","tm","10110","101","hkh","tznnz"
"506","512806","tm","10110","101","hkh","tznnz"
"507","512809","tm","10110","101","hkh","tznnz"
"508","512803","tm","10110","101","hkh","tznnz"
"509","512802","tm","10110","101","hkh","tznnz"
"510","512801","tm","10110","101","hkh","tznnz"
"511","512808","tm","10110","101","hkh","tznnz"
"512","512807","tm","10110","101","hkh","tznnz"
"513","512744","tm","10110","101","hkh","tznnz"
"514","512746","tm","10110","101","hkh","tznnz"
"515","512745","tm","10110","101","hkh","tznnz"
"516","512743","tm","10110","101","hkh","tznnz"
"517","512742","tm","10110","101","hkh","tznnz"
"518","512741","tm","10110","101","hkh","tznnz"
"519","512748","tm","10110","101","hkh","tznnz"
"520","512747","tm","10110","101","hkh","tznnz"
"521","512740","tm","10110","101","hkh","tznnz"
"522","512766","tm","10110","101","hkh","tznnz"
"523","512769","tm","10110","101","hkh","tznnz"
"524","512765","tm","10110","101","hkh","tznnz"
"525","512763","tm","10110","101","hkh","tznnz"
"526","512762","tm","10110","101","hkh","tznnz"
"527","512761","tm","10110","101","hkh","tznnz"
"528","512768","tm","10110","101","hkh","tznnz"
"529","512767","tm","10110","101","hkh","tznnz"
"530","512760","tm","10110","101","hkh","tznnz"
"531","512794","tm","10110","101","hkh","tznnz"
"532","512796","tm","10110","101","hkh","tznnz"
"533","512799","tm","10110","101","hkh","tznnz"
"534","512795","tm","10110","101","hkh","tznnz"
"535","512793","tm","10110","101","hkh","tznnz"
"536","512792","tm","10110","101","hkh","tznnz"
"537","512791","tm","10110","101","hkh","tznnz"
"538","512798","tm","10110","101","hkh","tznnz"
"539","512797","tm","10110","101","hkh","tznnz"
"540","512754","tm","10110","101","hkh","tznnz"
"541","512759","tm","10110","101","hkh","tznnz"
"542","512755","tm","10110","101","hkh","tznnz"
"543","512753","tm","10110","101","hkh","tznnz"
"544","512752","tm","10110","101","hkh","tznnz"
"545","512751","tm","10110","101","hkh","tznnz"
"546","512757","tm","10110","101","hkh","tznnz"
"547","512750","tm","10110","101","hkh","tznnz"
"548","512734","tm","10110","101","hkh","tznnz"
"549","512736","tm","10110","101","hkh","tznnz"
"550","512739","tm","10110","101","hkh","tznnz"
"551","512735","tm","10110","101","hkh","tznnz"
"552","512733","tm","10110","101","hkh","tznnz"
"553","512731","tm","10110","101","hkh","tznnz"
"554","512738","tm","10110","101","hkh","tznnz"
"555","512737","tm","10110","101","hkh","tznnz"
"556","512730","tm","10110","101","hkh","tznnz"
